Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Желтый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Розовый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Серый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Светло-серый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Синий булыжник
appliedenergistics2:facade:0, Кабельный фасад - Коричневый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Зеленый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Красный булыжник
appliedenergistics2:facade:0, Кабельный фасад - Черный булыжник
appliedenergistics2:facade:0, Кабельный фасад - Dark Glass
appliedenergistics2:facade:0, Кабельный фасад - Тёмный камень
appliedenergistics2:facade:0, Кабельный фасад - §9Бездный камень
appliedenergistics2:facade:0, Кабельный фасад - Ужасный камень
appliedenergistics2:facade:0, Кабельный фасад - Абиссальнитовый камень
appliedenergistics2:facade:0, Кабельный фасад - Коралловый камень
appliedenergistics2:facade:0, Кабельный фасад - §bЭтаксий
appliedenergistics2:facade:0, Кабельный фасад - Камень из Омотола
appliedenergistics2:facade:0, Кабельный фасад - Монолитный камень
appliedenergistics2:facade:0, Кабельный фасад - Тёмно-каменный булыжник
appliedenergistics2:facade:0, Кабельный фасад - Бездный булыжник
appliedenergistics2:facade:0, Кабельный фасад - Ужасный каменно-булыжник
appliedenergistics2:facade:0, Кабельный фасад - Абиссальнитовый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Коралловый булыжник
appliedenergistics2:facade:0, Кабельный фасад - Darkstone Bricks
appliedenergistics2:facade:0, Кабельный фасад - Резные тёмно-каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшиеся тёмно-каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Светящиеся тёмно-каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Тёмно-каменно-кирпичная плита
appliedenergistics2:facade:0, Кабельный фасад - Тёмно-каменная плита из булыжника
appliedenergistics2:facade:0, Кабельный фасад - Дубовая листва из тёмных земель
appliedenergistics2:facade:0, Кабельный фасад - Дуб из тёмных земель
appliedenergistics2:facade:0, Кабельный фасад - Дуб из тёмных земель
appliedenergistics2:facade:0, Кабельный фасад - §9Бездные каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - §9Резные бездные каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - §9Потрескавшиеся бездные каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - §9Бездная каменно-кирпичная плита
appliedenergistics2:facade:0, Кабельный фасад - Коралловая руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная руда
appliedenergistics2:facade:0, Кабельный фасад - §3Бездный блок
appliedenergistics2:facade:0, Кабельный фасад - §bОбработанный коралловый блок
appliedenergistics2:facade:0, Кабельный фасад - §4Страхолитовый блок
appliedenergistics2:facade:0, Кабельный фасад - §bБлок из этаксия
appliedenergistics2:facade:0, Кабельный фасад - Наполненный коралловый камень
appliedenergistics2:facade:0, Кабельный фасад - Тёмно-каменная плита
appliedenergistics2:facade:0, Кабельный фасад - Дубовые доски из тёмных земель
appliedenergistics2:facade:0, Кабельный фасад - Деревянная плита из тёмных земель
appliedenergistics2:facade:0, Кабельный фасад - Бездная коралловая руда
appliedenergistics2:facade:0, Кабельный фасад - Абиссальнитовая руда из ужасных земель
appliedenergistics2:facade:0, Кабельный фасад - Ужасная абиссальнитовая руда
appliedenergistics2:facade:0, Кабельный фасад - Кирпичи из ужасного камня
appliedenergistics2:facade:0, Кабельный фасад - Резные кирпичи из ужасного камня
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшиеся кирпичи из ужасного камня
appliedenergistics2:facade:0, Кабельный фасад - Абиссальнитовые каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Резные абиссальнитовые каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшиеся абиссальнитовые каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Трава из ужасных земель
appliedenergistics2:facade:0, Кабельный фасад - Дубовое бревно из ужасных земель
appliedenergistics2:facade:0, Кабельный фасад - Дубовая листва из ужасных земель
appliedenergistics2:facade:0, Кабельный фасад - Дубовые доски из ужасных земель
appliedenergistics2:facade:0, Кабельный фасад - Кирпичная плита из ужасного камня
appliedenergistics2:facade:0, Кабельный фасад - Абиссальнитовая каменно-кирпичная плита
appliedenergistics2:facade:0, Кабельный фасад - Коралловые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Резные коралловые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшиеся коралловые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Кирпично-коралловая плита
appliedenergistics2:facade:0, Кабельный фасад - Селитровая руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная железная руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная золотая руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная алмазная руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная селитровая руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная оловянная руда
appliedenergistics2:facade:0, Кабельный фасад - Бездная медная руда
appliedenergistics2:facade:0, Кабельный фасад - Перламутровая коралловая руда
appliedenergistics2:facade:0, Кабельный фасад - Сжиженная коралловая руда
appliedenergistics2:facade:0, Кабельный фасад - Застывшая лава
appliedenergistics2:facade:0, Кабельный фасад - §bКирпичи из этаксия
appliedenergistics2:facade:0, Кабельный фасад - §bРезные кирпичи из этаксия
appliedenergistics2:facade:0, Кабельный фасад - §bПотрескавшиеся кирпичи из этаксия
appliedenergistics2:facade:0, Кабельный фасад - §bСтолб из этаксия
appliedenergistics2:facade:0, Кабельный фасад - §bКирпичная плита из этаксия
appliedenergistics2:facade:0, Кабельный фасад - §4Кирпичи из тёмного этаксия
appliedenergistics2:facade:0, Кабельный фасад - §4Резные кирпичи из тёмного этаксия
appliedenergistics2:facade:0, Кабельный фасад - §4Потрескавшиеся кирпичи из тёмного этаксия
appliedenergistics2:facade:0, Кабельный фасад - §4Столб из тёмного этаксия
appliedenergistics2:facade:0, Кабельный фасад - §4Кирпичная плита из тёмного этаксия
appliedenergistics2:facade:0, Кабельный фасад - Бездный песок
appliedenergistics2:facade:0, Кабельный фасад - Расплавленный бездный песок
appliedenergistics2:facade:0, Кабельный фасад - Земля из ужасных земель
appliedenergistics2:facade:0, Кабельный фасад - Бездная булыжниковая плита
appliedenergistics2:facade:0, Кабельный фасад - Булыжниковая плита из ужасного камня
appliedenergistics2:facade:0, Кабельный фасад - Абиссальнитовая булыжниковая плита
appliedenergistics2:facade:0, Кабельный фасад - Кораллово-булыжниковая плита
appliedenergistics2:facade:0, Кабельный фасад - Кальцинированный камень
appliedenergistics2:facade:0, Кабельный фасад - Variable Redstone Emitter
appliedenergistics2:facade:0, Кабельный фасад - Block of Charcoal
appliedenergistics2:facade:0, Кабельный фасад - Block of Sulfur
appliedenergistics2:facade:0, Кабельный фасад - Block of Graphite
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:encoded_pattern, Кодированный шаблон
appliedenergistics2:paint_ball:0, Шар с краской - Белый
appliedenergistics2:paint_ball:1, Шар с краской - Оранжевый
appliedenergistics2:paint_ball:2, Шар с краской - Сиреневый
appliedenergistics2:paint_ball:3, Шар с краской - Светло-синий
appliedenergistics2:paint_ball:4, Шар с краской - Жёлтый
appliedenergistics2:paint_ball:5, Шар с краской - Лаймовый
appliedenergistics2:paint_ball:6, Шар с краской - Розовый
appliedenergistics2:paint_ball:7, Шар с краской - Серый
appliedenergistics2:paint_ball:8, Шар с краской - Светло-серый
appliedenergistics2:paint_ball:9, Шар с краской - Бирюзовый
appliedenergistics2:paint_ball:10, Шар с краской - Фиолетовый
appliedenergistics2:paint_ball:11, Шар с краской - Синий
appliedenergistics2:paint_ball:12, Шар с краской - Коричневый
appliedenergistics2:paint_ball:13, Шар с краской - Зелёный
appliedenergistics2:paint_ball:14, Шар с краской - Красный
appliedenergistics2:paint_ball:15, Шар с краской - Чёрный
appliedenergistics2:paint_ball:20, Шар с краской - Люмен Белый
appliedenergistics2:paint_ball:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:paint_ball:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:paint_ball:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:paint_ball:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:paint_ball:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:paint_ball:26, Шар с краской - Люмен Розовый
appliedenergistics2:paint_ball:27, Шар с краской - Люмен Серый
appliedenergistics2:paint_ball:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:paint_ball:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:paint_ball:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:paint_ball:31, Шар с краской - Люмен Синий
appliedenergistics2:paint_ball:32, Шар с краской - Люмен Коричневый
appliedenergistics2:paint_ball:33, Шар с краской - Люмен Зелёный
appliedenergistics2:paint_ball:34, Шар с краской - Люмен Красный
appliedenergistics2:paint_ball:35, Шар с краской - Люмен Чёрный
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Продвинутая карта
appliedenergistics2:material:44, Ядро истребления
appliedenergistics2:material:25, Базовая карта
appliedenergistics2:material:52, Пустой шаблон
appliedenergistics2:material:23, Вычислительный процессор
appliedenergistics2:material:13, Вычислительный пресс для высекателя
appliedenergistics2:material:16, Отпечатанный вычислительный контур
appliedenergistics2:material:27, Карта ёмкости
appliedenergistics2:material:53, Карта крафта
appliedenergistics2:material:29, Карта нечёткости
appliedenergistics2:material:31, Карта инвертирования
appliedenergistics2:material:26, Карта красного камня
appliedenergistics2:material:30, Карта ускорения
appliedenergistics2:material:34, 128³ пространственный компонент
appliedenergistics2:material:37, 16К МЭ компонент хранения
appliedenergistics2:material:33, 16³ пространственный компонент
appliedenergistics2:material:35, 1К МЭ компонент хранения
appliedenergistics2:material:32, 2³ пространственный компонент
appliedenergistics2:material:36, 4К МЭ компонент хранения
appliedenergistics2:material:38, 64К МЭ компонент хранения
appliedenergistics2:material:0, Кристалл истинного кварца
appliedenergistics2:material:1, Заряженный кристалл истинного кварца
appliedenergistics2:material:2, Пыль истинного кварца
appliedenergistics2:material:39, МЭ корпус ячейки хранения
appliedenergistics2:material:46, Пыль Края
appliedenergistics2:material:24, Инженерный процессор
appliedenergistics2:material:14, Инженерный пресс для высекателя
appliedenergistics2:material:17, Отпечатанный инженерный контур
appliedenergistics2:material:4, Мука
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Изменчивый кристалл
appliedenergistics2:material:8, Изменчивая пыль
appliedenergistics2:material:9, Изменчивая жемчужина
appliedenergistics2:material:43, Ядро формирования
appliedenergistics2:material:51, Золотая пыль
appliedenergistics2:material:49, Железная пыль
appliedenergistics2:material:22, Логический процессор
appliedenergistics2:material:15, Логический пресс для высекателя
appliedenergistics2:material:18, Отпечатанный логический контур
appliedenergistics2:material:6, Шарик материи
appliedenergistics2:material:21, Именующий пресс для высекателя
appliedenergistics2:material:3, Пыль кварца Нижнего мира
appliedenergistics2:material:10, Чистый кристалл истинного кварца
appliedenergistics2:material:12, Чистый изменчивый кристалл
appliedenergistics2:material:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:material:48, Квантовая запутанная сингулярность
appliedenergistics2:material:5, Кремний
appliedenergistics2:material:19, Кремниевый пресс для высекателя
appliedenergistics2:material:20, Отпечатанный кремний
appliedenergistics2:material:47, Сингулярность
appliedenergistics2:material:45, Пыль небесного камня
appliedenergistics2:material:41, Беспроводной приёмник
appliedenergistics2:material:42, Беспроводной усилитель
appliedenergistics2:material:40, Деревянная шестерня
appliedenergistics2:part:300, МЭ плоскость истребления
appliedenergistics2:part:120, Кабельный якорь
appliedenergistics2:part:20, МЭ закрытый кабель - Белый
appliedenergistics2:part:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:part:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:part:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:part:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:part:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:part:26, МЭ закрытый кабель - Розовый
appliedenergistics2:part:27, МЭ закрытый кабель - Серый
appliedenergistics2:part:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:part:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:part:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:part:31, МЭ закрытый кабель - Синий
appliedenergistics2:part:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:part:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:part:34, МЭ закрытый кабель - Красный
appliedenergistics2:part:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:part:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:part:500, МЭ плотный закрытый кабель - Белый
appliedenergistics2:part:501, МЭ плотный закрытый кабель - Оранжевый
appliedenergistics2:part:502, МЭ плотный закрытый кабель - Сиреневый
appliedenergistics2:part:503, МЭ плотный закрытый кабель - Светло-синий
appliedenergistics2:part:504, МЭ плотный закрытый кабель - Жёлтый
appliedenergistics2:part:505, МЭ плотный закрытый кабель - Лаймовый
appliedenergistics2:part:506, МЭ плотный закрытый кабель - Розовый
appliedenergistics2:part:507, МЭ плотный закрытый кабель - Серый
appliedenergistics2:part:508, МЭ плотный закрытый кабель - Светло-серый
appliedenergistics2:part:509, МЭ плотный закрытый кабель - Бирюзовый
appliedenergistics2:part:510, МЭ плотный закрытый кабель - Фиолетовый
appliedenergistics2:part:511, МЭ плотный закрытый кабель - Синий
appliedenergistics2:part:512, МЭ плотный закрытый кабель - Коричневый
appliedenergistics2:part:513, МЭ плотный закрытый кабель - Зелёный
appliedenergistics2:part:514, МЭ плотный закрытый кабель - Красный
appliedenergistics2:part:515, МЭ плотный закрытый кабель - Чёрный
appliedenergistics2:part:516, МЭ плотный закрытый кабель - Изменчивый
appliedenergistics2:part:60, МЭ плотный умный кабель - Белый
appliedenergistics2:part:61, МЭ плотный умный кабель - Оранжевый
appliedenergistics2:part:62, МЭ плотный умный кабель - Сиреневый
appliedenergistics2:part:63, МЭ плотный умный кабель - Светло-синий
appliedenergistics2:part:64, МЭ плотный умный кабель - Жёлтый
appliedenergistics2:part:65, МЭ плотный умный кабель - Лаймовый
appliedenergistics2:part:66, МЭ плотный умный кабель - Розовый
appliedenergistics2:part:67, МЭ плотный умный кабель - Серый
appliedenergistics2:part:68, МЭ плотный умный кабель - Светло-серый
appliedenergistics2:part:69, МЭ плотный умный кабель - Бирюзовый
appliedenergistics2:part:70, МЭ плотный умный кабель - Фиолетовый
appliedenergistics2:part:71, МЭ плотный умный кабель - Синий
appliedenergistics2:part:72, МЭ плотный умный кабель - Коричневый
appliedenergistics2:part:73, МЭ плотный умный кабель - Зелёный
appliedenergistics2:part:74, МЭ плотный умный кабель - Красный
appliedenergistics2:part:75, МЭ плотный умный кабель - Чёрный
appliedenergistics2:part:76, МЭ плотный умный кабель - Изменчивый
appliedenergistics2:part:0, МЭ стеклянный кабель - Белый
appliedenergistics2:part:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:part:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:part:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:part:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:part:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:part:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:part:7, МЭ стеклянный кабель - Серый
appliedenergistics2:part:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:part:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:part:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:part:11, МЭ стеклянный кабель - Синий
appliedenergistics2:part:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:part:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:part:14, МЭ стеклянный кабель - Красный
appliedenergistics2:part:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:part:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:part:40, МЭ умный кабель - Белый
appliedenergistics2:part:41, МЭ умный кабель - Оранжевый
appliedenergistics2:part:42, МЭ умный кабель - Сиреневый
appliedenergistics2:part:43, МЭ умный кабель - Светло-синий
appliedenergistics2:part:44, МЭ умный кабель - Жёлтый
appliedenergistics2:part:45, МЭ умный кабель - Лаймовый
appliedenergistics2:part:46, МЭ умный кабель - Розовый
appliedenergistics2:part:47, МЭ умный кабель - Серый
appliedenergistics2:part:48, МЭ умный кабель - Светло-серый
appliedenergistics2:part:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:part:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:part:51, МЭ умный кабель - Синий
appliedenergistics2:part:52, МЭ умный кабель - Коричневый
appliedenergistics2:part:53, МЭ умный кабель - Зелёный
appliedenergistics2:part:54, МЭ умный кабель - Красный
appliedenergistics2:part:55, МЭ умный кабель - Чёрный
appliedenergistics2:part:56, МЭ умный кабель - Изменчивый
appliedenergistics2:part:420, МЭ монитор преобразования
appliedenergistics2:part:360, МЭ терминал крафта
appliedenergistics2:part:200, Тёмная осветительная панель
appliedenergistics2:part:260, МЭ шина экспорта
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, МЭ плоскость формирования
appliedenergistics2:part:301, МЭ id плоскость истребления
appliedenergistics2:part:240, МЭ шина импорта
appliedenergistics2:part:440, МЭ интерфейс
appliedenergistics2:part:480, МЭ терминал интерфейсов
appliedenergistics2:part:100, МЭ инвертированная шина переключения
appliedenergistics2:part:280, МЭ излучатель уровня
appliedenergistics2:part:160, Яркая осветительная панель
appliedenergistics2:part:469, Туннель точка-точка - FE
appliedenergistics2:part:463, Туннель точка-точка - Жидкость
appliedenergistics2:part:462, Туннель точка-точка - Предмет
appliedenergistics2:part:467, Туннель точка-точка - Свет
appliedenergistics2:part:460, Туннель точка-точка - МЭ
appliedenergistics2:part:461, Туннель точка-точка - Красный камень
appliedenergistics2:part:340, МЭ терминал шаблонов
appliedenergistics2:part:140, Кварцевое оптическое волокно
appliedenergistics2:part:180, Осветительная панель
appliedenergistics2:part:220, МЭ шина хранения
appliedenergistics2:part:400, МЭ монитор хранения
appliedenergistics2:part:380, МЭ терминал
appliedenergistics2:part:80, МЭ шина переключения
baubles:ring:0, Кольцо шахтёра
bloodmagic:altar, Кровавый алтарь
bloodmagic:blood_rune:0, Чистая руна
bloodmagic:blood_rune:1, Руна скорости
bloodmagic:blood_rune:2, Руна эффективности
bloodmagic:blood_rune:3, Руна жертвоприношения
bloodmagic:blood_rune:4, Руна самопожертвования
bloodmagic:blood_rune:5, Руна перемещения
bloodmagic:blood_rune:6, Руна ёмкости
bloodmagic:blood_rune:7, Руна дополнительной ёмкости
bloodmagic:blood_rune:8, Руна шара
bloodmagic:blood_rune:9, Руна ускорения
bloodmagic:blood_rune:10, Руна заряда
bloodmagic:ritual_controller:0, Главный ритуальный камень
bloodmagic:ritual_controller:1, Неполноценный ритуальный камень
bloodmagic:ritual_controller:2, Инвертированный ритуальный камень
bloodmagic:ritual_stone:0, Ритуальный камень
bloodmagic:ritual_stone:1, Ритуальный камень воды
bloodmagic:ritual_stone:2, Ритуальный камень огня
bloodmagic:ritual_stone:3, Ритуальный камень земли
bloodmagic:ritual_stone:4, Ритуальный камень воздуха
bloodmagic:ritual_stone:5, Ритуальный камень сумерек
bloodmagic:ritual_stone:6, Ритуальный камень рассвета
bloodmagic:teleposer, Телепозер
bloodmagic:soul_forge, Адская кузница
bloodmagic:incense_altar, Жертвенник для курений
bloodmagic:demon_crucible, Демонический тигель
bloodmagic:demon_pylon, Демонический пилон
bloodmagic:demon_crystallizer, Демонический кристаллизатор
bloodmagic:demon_crystal:0, Кристальный кластер демонической энергии
bloodmagic:demon_crystal:1, Кристальный кластер коррозионной энергии
bloodmagic:demon_crystal:2, Кристальный кластер разрушительной энергии
bloodmagic:demon_crystal:3, Кристальный кластер мстительной энергии
bloodmagic:demon_crystal:4, Кристальный кластер устойчивой энергии
bloodmagic:alchemy_table, Стол алхимии
bloodmagic:decorative_brick:0, Большой кровавый кирпич
bloodmagic:decorative_brick:1, Кровавый кирпич
bloodmagic:path:0, Деревянная дорожка
bloodmagic:path:1, Узорная деревянная дорожка
bloodmagic:path:2, Каменная дорожка
bloodmagic:path:3, Узорная каменная дорожка
bloodmagic:path:4, Старая каменная дорожка
bloodmagic:path:5, Узорная старая каменная дорожка
bloodmagic:path:6, Обсидиановая дорожка
bloodmagic:path:7, Узорная обсидиановая дорожка
bloodmagic:master_routing_node, Master Routing Node
bloodmagic:input_routing_node, Input Routing Node
bloodmagic:output_routing_node, Output Routing Node
bloodmagic:item_routing_node, Routing Node
bloodmagic:blood_tank:0, Резервуар крови Уровень 1
bloodmagic:blood_tank:1, Резервуар крови Уровень 2
bloodmagic:blood_tank:2, Резервуар крови Уровень 3
bloodmagic:blood_tank:3, Резервуар крови Уровень 4
bloodmagic:blood_tank:4, Резервуар крови Уровень 5
bloodmagic:blood_tank:5, Резервуар крови Уровень 6
bloodmagic:blood_tank:6, Резервуар крови Уровень 7
bloodmagic:blood_tank:7, Резервуар крови Уровень 8
bloodmagic:blood_tank:8, Резервуар крови Уровень 9
bloodmagic:blood_tank:9, Резервуар крови Уровень 10
bloodmagic:blood_tank:10, Резервуар крови Уровень 11
bloodmagic:blood_tank:11, Резервуар крови Уровень 12
bloodmagic:blood_tank:12, Резервуар крови Уровень 13
bloodmagic:blood_tank:13, Резервуар крови Уровень 14
bloodmagic:blood_tank:14, Резервуар крови Уровень 15
bloodmagic:blood_tank:15, Резервуар крови Уровень 16
bloodmagic:mimic:0, Эфирный непрозрачный поддельный блок
bloodmagic:mimic:1, Непрозрачный поддельный блок
bloodmagic:mimic:2, Чистый поддельный блок
bloodmagic:mimic:3, Светящийся поддельный блок
bloodmagic:mimic:4, Разумный поддельный блок
bloodmagic:demon_brick_1:0, Сырые каменные кирпичи
bloodmagic:demon_brick_1:1, Коррозионные каменные кирпичи
bloodmagic:demon_brick_1:2, Разрушительные каменные кирпичи
bloodmagic:demon_brick_1:3, Мстительные каменные кирпичи
bloodmagic:demon_brick_1:4, Устойчивые каменные кирпичи
bloodmagic:demon_brick_2:0, Small Raw Stone Bricks
bloodmagic:demon_brick_2:1, Small Corrosive Stone Bricks
bloodmagic:demon_brick_2:2, Small Destructive Stone Bricks
bloodmagic:demon_brick_2:3, Small Vengeful Stone Bricks
bloodmagic:demon_brick_2:4, Small Steadfast Stone Bricks
bloodmagic:demon_brick_2:5, Raw Stone Tiles
bloodmagic:demon_brick_2:6, Corrosive Stone Tiles
bloodmagic:demon_brick_2:7, Destructive Stone Tiles
bloodmagic:demon_brick_2:8, Vengeful Stone Tiles
bloodmagic:demon_brick_2:9, Steadfast Stone Tiles
bloodmagic:demon_brick_2:10, Accented Raw Stone Tiles
bloodmagic:demon_brick_2:11, Accented Corrosive Stone Tiles
bloodmagic:demon_brick_2:12, Accented Destructive Stone Tiles
bloodmagic:demon_brick_2:13, Accented Vengeful Stone Tiles
bloodmagic:demon_brick_2:14, Accented Steadfast Stone Tiles
bloodmagic:demon_extras:0, Raw Stone
bloodmagic:demon_extras:1, Corrosive Stone
bloodmagic:demon_extras:2, Destructive Stone
bloodmagic:demon_extras:3, Vengeful Stone
bloodmagic:demon_extras:4, Steadfast Stone
bloodmagic:demon_extras:5, Polished Raw Stone
bloodmagic:demon_extras:6, Polished Corrosive Stone
bloodmagic:demon_extras:7, Polished Destructive Stone
bloodmagic:demon_extras:8, Polished Vengeful Stone
bloodmagic:demon_extras:9, Polished Steadfast Stone
bloodmagic:demon_extras:10, Raw Demon Alloy
bloodmagic:demon_extras:11, Corrosive Demon Alloy
bloodmagic:demon_extras:12, Destructive Demon Alloy
bloodmagic:demon_extras:13, Vengeful Demon Alloy
bloodmagic:demon_extras:14, Steadfast Demon Alloy
bloodmagic:demon_pillar_1:0, Raw Stone Pillar
bloodmagic:demon_pillar_1:1, Corrosive Stone Pillar
bloodmagic:demon_pillar_1:2, Destructive Stone Pillar
bloodmagic:demon_pillar_1:3, Vengeful Stone Pillar
bloodmagic:demon_pillar_1:4, Steadfast Stone Pillar
bloodmagic:demon_pillar_2:0, Accented Raw Stone Pillar
bloodmagic:demon_pillar_2:1, Accented Corrosive Stone Pillar
bloodmagic:demon_pillar_2:2, Accented Destructive Stone Pillar
bloodmagic:demon_pillar_2:3, Accented Vengeful Stone Pillar
bloodmagic:demon_pillar_2:4, Accented Steadfast Stone Pillar
bloodmagic:demon_pillar_cap_1:0, Raw Stone Pillar Cap
bloodmagic:demon_pillar_cap_1:1, Corrosive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:0, Destructive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:1, Vengeful Stone Pillar Cap
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, Raw Demon Eye
bloodmagic:demon_light:1, Corrosive Demon Eye
bloodmagic:demon_light:2, Destructive Demon Eye
bloodmagic:demon_light:3, Vengeful Demon Eye
bloodmagic:demon_light:4, Steadfast Demon Eye
bloodmagic:demon_wall_1:0, Raw Stone Brick Wall
bloodmagic:demon_wall_1:1, Corrosive Stone Brick Wall
bloodmagic:demon_wall_1:2, Destructive Stone Brick Wall
bloodmagic:demon_wall_1:3, Vengeful Stone Brick Wall
bloodmagic:demon_wall_1:4, Steadfast Stone Brick Wall
bloodmagic:demon_wall_1:5, Raw Small Stone Brick Wall
bloodmagic:demon_wall_1:6, Corrosive Small Stone Brick Wall
bloodmagic:demon_wall_1:7, Destructive Small Stone Brick Wall
bloodmagic:demon_wall_1:8, Vengeful Small Stone Brick Wall
bloodmagic:demon_wall_1:9, Steadfast Small Stone Brick Wall
bloodmagic:demon_wall_1:10, Raw Stone Wall
bloodmagic:demon_wall_1:11, Corrosive Stone Wall
bloodmagic:demon_wall_1:12, Destructive Stone Wall
bloodmagic:demon_wall_1:13, Vengeful Stone Wall
bloodmagic:demon_wall_1:14, Steadfast Stone Wall
bloodmagic:demon_stairs_1:0, Raw Stone Stairs
bloodmagic:demon_stairs_1:1, Corrosive Stone Stairs
bloodmagic:demon_stairs_2:0, Destructive Stone Stairs
bloodmagic:demon_stairs_2:1, Vengeful Stone Stairs
